AFS	AFS_1	0.00001	0.00001	0.00001	0.994573	0.00001	0.00001	0.00001	0.005367
AFS	AFS_3	0.00001	0.00001	0.00001	0.99993	0.00001	0.00001	0.00001	0.00001
AFS	AFS_4	0.00001	0.00001	0.00001	0.992733	0.00001	0.00001	0.002571	0.004647
AFS	AFS_5	0.026379	0.025518	0.002712	0.894766	0.00001	0.00001	0.003113	0.047491
AFS	AFS_6	0.002666	0.00001	0.00001	0.965499	0.007027	0.00001	0.00001	0.024769
AFS	AFS_7	0.000397	0.006202	0.006567	0.923733	0.00001	0.002092	0.013787	0.04721
AFS	AFS_8	0.00001	0.00001	0.00001	0.99993	0.00001	0.00001	0.00001	0.00001
AFS	AFS_9	0.00001	0.00001	0.00001	0.99993	0.00001	0.00001	0.00001	0.00001
AFS	AFS_11	0.00001	0.00001	0.000781	0.999159	0.00001	0.00001	0.00001	0.00001
AFS	AFS_12	0.00001	0.00001	0.00001	0.979189	0.00001	0.00001	0.005522	0.01524
AFS	AFS_13	0.00001	0.00001	0.00001	0.997778	0.00001	0.00001	0.00001	0.002162
AFS	AFS_14	0.00001	0.00001	0.00001	0.99993	0.00001	0.00001	0.00001	0.00001
AFS	AFS_15	0.00001	0.00001	0.00001	0.99993	0.00001	0.00001	0.00001	0.00001
AFS	AFS_16	0.000712	0.00001	0.00001	0.980484	0.00001	0.00001	0.00001	0.018754
AFS	AFS_17	0.00001	0.007234	0.00001	0.950811	0.00001	0.00001	0.00001	0.041905
AFS	AFS_18	0.00001	0.00001	0.00001	0.99993	0.00001	0.00001	0.00001	0.00001
AFS	AFS_19	0.00001	0.00001	0.00001	0.992377	0.00001	0.00001	0.00278	0.004793
AFS	AFS_20	0.00001	0.024796	0.010701	0.899663	0.010313	0.001159	0.005522	0.047835
AFS	AFS_21	0.00001	0.00001	0.00001	0.99993	0.00001	0.00001	0.00001	0.00001
AFS	AFS_22	0.00001	0.00001	0.00001	0.991267	0.00001	0.00001	0.008673	0.00001
AFS	AFS_23	0.002431	0.00001	0.00001	0.968541	0.00001	0.00001	0.00001	0.028978
AFS	AFS_24	0.00001	0.00001	0.00001	0.99993	0.00001	0.00001	0.00001	0.00001
AFS	AFS_25	0.003389	0.016079	0.01251	0.903445	0.001691	0.00001	0.001224	0.061652
AFS	AFS_26	0.055569	0.086393	0.060058	0.530462	0.082107	0.157845	0.007081	0.020484
AFS	AFS_28	0.004309	0.02264	0.000013	0.941807	0.00001	0.00001	0.00001	0.031201
AFS	AFS_29	0.01541	0.001991	0.00001	0.948963	0.00001	0.00001	0.002126	0.03148
AFS	AFS_31	0.006366	0.00001	0.00001	0.948453	0.006237	0.00001	0.00001	0.038904
AFS	AFS_32	0.015118	0.00001	0.010924	0.913784	0.000412	0.00001	0.01252	0.047222
AFS	AFS_33	0.00001	0.00001	0.00001	0.991607	0.00001	0.00001	0.00001	0.008333
AFS	AFS_34	0.020715	0.011028	0.030185	0.870583	0.00001	0.00001	0.00001	0.067459
